,User_Name,Tags,URL,Location,Like_Count,Datetime,Location_URL
30,coffeeflower.co.kr,"['#커피꽃내음', '#치즈케이크', '#끼리크림치즈', '#커피꽃내음', '#일산커피맛집', '#브루윙커피', '#콜드브루', '#핸드드립', '#원두주문예약판매', '#드립백', '#커피드립백', '#스페셜티커피', '#드립커피', '#커피전문', '#손수만드는디저트', '#드립원데이클래스', '#커피수업', '#수제디저트', '#케이크', '#스콘', '#파운드', '#쿠키', '#디카페인콜드브루', '#착즙생과일주스']",https://www.instagram.com/p/B6IE62sBzBE/,커피꽃내음,20,2019년 12월 16일,https://www.instagram.com/explore/locations/205701393264449/
31,yunayuri_bakery,"['#유나유리베이커리', '#빵집', '#자매빵집', '#시오빵', '#메론빵', '#빵스타그램', '#굽스타그램', '#부산빵집', '#빵', '#온천천', '#부산', '#안락동', '#빵순이', '#빵돌이', '#식빵맛집', '#시오빵', '#메론빵', '#탕종식빵', '#크리스마스', '#슈톨렌', '#크리스마스케이크', '#치즈케이크', '#christmas']",https://www.instagram.com/p/B54Hn5cpgRK/,"Busan, South Korea",41,2019년 12월 10일,https://www.instagram.com/explore/locations/287620626/busan-south-korea/
32,farmchef_megan,"['#에이롬', '#연천', '#시골', '#작은', '#수제과자점', '#연천맛집', '#스콘맛집', '#연천역', '#연천빵집', '#스콘', '#브라우니', '#빵지순례', '#치즈케이크', '#티라미수', '#쿠키']",https://www.instagram.com/p/B6LNYDDHroG/,Yeoncheon,156,2019년 12월 17일,https://www.instagram.com/explore/locations/371234686/yeoncheon/
33,hyen__n07,"['#카페', '#카페스타그램', '#카페투어', '#포항', '#포항맛집', '#포항카페', '#대구카페', '#부산카페', '#전포카페', '#포항여행', '#영일대', '#영일대카페', '#메리툴린카투', '#치즈케이크', '#감성사진', '#분위기', '#인테리어', '#cafe', '#cafestagram', '#cake', '#cheesecake', '#pohang', '#pohangcafe']",https://www.instagram.com/p/B6Zc4rlH5Kt/,Pohang,39,2019년 12월 23일,https://www.instagram.com/explore/locations/244782363/pohang/
34,sympathy_dentalclinic,"['#공감치과', '#구디', '#구로디지털단지', '#구디치과', '#스케일링', '#투썸', '#투썸플레이스', '#투썸케이크', '#구디카페', '#치즈케이크', '#치즈케이크맛집', '#투썸치즈케익', '#연말파티', '#소소파티', '#크리스마스', '#크리스마스파티']",https://www.instagram.com/p/B6PvfSgFk_g/,공감치과의원,14,2019년 12월 19일,https://www.instagram.com/explore/locations/372085563192322/
35,v_yls,"['#창원카페', '#진해카페', '#석동카페', '#rest125', '#진해데이트', '#카페투어', '#치즈케이크', '#신혼일상', '#데이트']",https://www.instagram.com/p/B6NgK9bAcWY/,Rest125,66,2019년 12월 18일,https://www.instagram.com/explore/locations/282990849029808/rest125/
36,podocoffeeshop,[],https://www.instagram.com/p/B6KeqwPJx7f/,Podocoffeeshop,59,2019년 12월 17일,https://www.instagram.com/explore/locations/609550272823042/podocoffeeshop/
37,butter.hill,"['#버터힐', '#빠다힐', '#Butterhill', '#버티힐', '#쿠키', '#치즈케이크', '#초코렛케이크', '#버티고개', '#버티고개역', '#버티힐스', '#버티힐즈', '#힙티고개', '#케이크', '#카페', '#커피', '#버티고개베이크샵', '#버티고개베이커리', '#남산성곽길', '#성곽길맛집', '#버티고개맛집', '#약수동맛집', '#신당동맛집', '#중구맛집', '#맛스타그램', '#디저트스타그램']",https://www.instagram.com/p/B5_fiell_S_/,버터힐,38,2019년 12월 13일,https://www.instagram.com/explore/locations/102500584511200/
38,cafe_narang,"['#화정카페', '#카페나랑', '#화정', '#일산', '#행신', '#일산카페', '#동네카페', '#카페투어', '#카페스타그램', '#디저트카페', '#명지병원', '#덕양구청', '#온더테이블', '#데이트', '#디저트', '#당근케이크', '#파운드케이크', '#휘낭시에', '#치즈케이크', '#레몬케이크', '#쿠키', '#카페', '#갬성', '#스타필드고양', '#이케아고양점', '#연말']",https://www.instagram.com/p/B6uLcL1FJ96/,카페나랑,25,2019년 12월 31일,https://www.instagram.com/explore/locations/1895594830762765/
39,_.dayone,"['#CAFE', '#대구', '#검사동', '#동촌', '#노비아갈라', '#뒷편', '#카페데이원', '#디저트', '#선물', '#홈메이드', '#치즈케이크', '#감사합니다', '#일상', '#하루', '#데일리', '#수요일', '#선팔', '#맞팔', '#소통']",https://www.instagram.com/p/B6NJqd7ljH_/,"Daegu, South Korea",20,2019년 12월 18일,https://www.instagram.com/explore/locations/102159636493202/daegu-south-korea/
40,sweet_0310,['#스윗레시피'],https://www.instagram.com/p/B6SXFhQpsWU/,스윗레시피,499,2019년 12월 20일,https://www.instagram.com/explore/locations/1034279408/
41,s2onmyown,"['#아네모오네', '#카페', '#동인천', '#신포동', '#커피', '#플랫화이트', '#핫초코', '#체리치즈케이크', '#치즈케이크', '#케이크', '#먹스타그램', '#맛스타그램', '#셀스타그램', '#셀카', '#셀피', '#selfie', '#cafe', '#coffee']",https://www.instagram.com/p/B6N4HDNg_IZ/,아네모오네,70,2019년 12월 18일,https://www.instagram.com/explore/locations/2295682760762255/
42,jipsee_,"['#크리스마스', '#홈파티', '#크리스마스이브', '#성탄절', '#메리크리스마스', '#christmas', '#merrychristmas', '#카프레제', '#빠네파스타', '#연어샐러드', '#스테이크', '#치즈케이크', '#와인']",https://www.instagram.com/p/B6dPLydla1D/,Cherwon,12,2019년 12월 24일,https://www.instagram.com/explore/locations/300060252/cherwon/
43,__zuroro,"['#하니쭈마쭈플리마켓', '#쭈로로베이커리']",https://www.instagram.com/p/B5_a9NknrbE/,카페조굑,125,2019년 12월 13일,https://www.instagram.com/explore/locations/618705921929754/
44,yiyeunjoo,"['#톰과제리치즈케이크', '#치즈케이크', '#디저트예술', '#예술케이크', '#사진에담을수가없네', '#경건한마음으로', '#먹자', '#먹이를노리는맹수의눈빛', '#저리가', '#이거내꺼야', '#탐내지마라', '#이세상맛이아님', '#중곡동카페', '#케이크맛집', '#디저트맛집', '#바이레인카페', '#byrain']",https://www.instagram.com/p/B6CO6DmhxdK/,"Guri, Gyeonggi-do, South Korea",11,2019년 12월 14일,https://www.instagram.com/explore/locations/1895422014105172/guri-gyeonggi-do-south-korea/
45,junghee0383,"['#머랭꽃다발', '#마카롱', '#세종시마카롱', '#새롬동카페', '#마카롱맛집', '#예쁜카페', '#예쁜꽃', '#특별한꽃', '#머랭꽃', '#졸업축하', '#두헤브마카롱', '#커피숍', '#새롬동카페', '#마카롱', '#예쁜카페', '#좌식테이블카페', '#세종시마카롱', '#커피맛좋은카페', '#치즈케이크', '#수제디저트', '#수제마카롱', '#머랭쿠키', '#세종시머랭쿠키', '#스콘', '#새롬동마카롱', '#슈', '#에끌레어', '#그래놀라', '#영양간식', '#마들렌', '#티라미수']",https://www.instagram.com/p/B6AYCgwlx8x/,세종시 새롬동,25,2019년 12월 13일,https://www.instagram.com/explore/locations/1503173289705910/
46,2_eunii_,[],https://www.instagram.com/p/B6XUZuWlebi/,세번째서랍,50,2019년 12월 22일,https://www.instagram.com/explore/locations/4712890/
47,ayanoinsta_,"['#coffee', '#cafe', '#kaka', '#fukuokacafe', '#fukuoka', '#커피', '#카페', '#커피스타그램', '#카페스타그램', '#후쿠오카', '#맛집', '#먹스타그램', '#치즈케이크']",https://www.instagram.com/p/B6PZgkul_y6/,Kaka.cheesecakestore,23,2019년 12월 19일,https://www.instagram.com/explore/locations/1986467708236295/kakacheesecakestore/
48,ami._.211_,"['#카페', '#카페스타그램', '#먹스타그램', '#친스타그램', '#사진', '#치즈케이크', '#오오티디', '#데일리록', '#옷스타그램', '#코디', '#친구', '#cafe', '#cheesecake', '#instafood', '#instagood', '#l4l']",https://www.instagram.com/p/B5-WpJmBu_4/,Book and Bed Tokyo Asakusa,49,2019년 12월 12일,https://www.instagram.com/explore/locations/1562327807162310/book-and-bed-tokyo-asakusa/
49,humble_hustle_go,"['#nyc', '#newyork', '#manhattan', '#nycheesecake', '#desserts', '#pumpkincheesecake', '#nycfood', '#foodie', '#뉴욕', '#먹스타그램', '#맛집', '#뉴욕일상', '#미국', '#미국생활', '#치즈케이크']",https://www.instagram.com/p/B59jw86AyuH/,Hungarian Pastry Shop NYC,13,2019년 12월 12일,https://www.instagram.com/explore/locations/214498015/hungarian-pastry-shop-nyc/
50,dami._.ng,"['#성탄절', '#메리크리스마스', '#1주년', '#첫커플링', '#알러뷰', '#오늘은', '#교회가는날', '#감사해용', '#예수님탄생일', '#내년에도잘부탁해', '#이브날', '#데이트', '#광릉수목원', '#고모리카페', '#자동차극장', '#시동', '#오빠가만들어준', '#치즈케이크', '#럽스타', '#겨울', '#일상', '#데일리']",https://www.instagram.com/p/B6ek0I9lTqm/,경기도 포천 고모리 저수지,36,2019년 12월 25일,https://www.instagram.com/explore/locations/357083065/
51,isawara_jeju,"['#첫줄안녕', '#커피맛집', '#인테리어맛집', '#5L2F', '#감성저격', '#뜬구름카푸치노', '#치즈케이크', '#안녕제주', '#안녕육지사람', '#오늘의카페', '#오엘이에프', '#오엘이에프커피', '#오병이어의기적', '#뜬구름커피', '#제주카페투어', '#제주카페', '#함덕카페', '#와흘카페', '#조천카페', '#빈티지카페', '#엔틱카페', '#카페스타그램', '#커피그램', '#제주스타그램', '#제주살이', '#제주는언제나옳다', '#여행은언제나옳다', '#제주미투어', '#제주여행', '#제주관광버스투어']",https://www.instagram.com/p/B6pO6MkFaEi/,오엘이에프커피,88,2019년 12월 29일,https://www.instagram.com/explore/locations/411806389600245/
52,yujin_ggo,"['#크리스마스케이크', '#이태원', '#이태원카페', '#치즈케이크']",https://www.instagram.com/p/B6aw4wrlbdp/,Itaewon,23,2019년 12월 23일,https://www.instagram.com/explore/locations/220945406/itaewon/
53,kspkbs1,"['#신세계', '#케밥', '#치즈케이크', '#치즈', '#무방부제', '#나홀로', '#밀가루금지']",https://www.instagram.com/p/B54HVQDlb_u/,동대구역,9,2019년 12월 10일,https://www.instagram.com/explore/locations/240964093/
54,stemscoffee,"['#스템스커피', '#stemscoffee', '#듁스커피', '#dukescoffee', '#스페셜티커피', '#디저트', '#에그타르트', '#치즈케이크', '#무스', '#딸기케이크', '#딸기무스', '#딸기디저트', '#바닐라빈치즈무스', '#에그타르트', '#김해카페', '#장유카페', '#대구카페', '#부산카페', '#창원카페', '#김해여행', '#김해', '#수로왕릉', '#돌담길']",https://www.instagram.com/p/B6E5AMQB3Ey/,Stemscoffee,52,2019년 12월 15일,https://www.instagram.com/explore/locations/189103751714338/stemscoffee/
55,sssungjooon,"['#아마츄어작업실', '#오제도', '#카페시집']",https://www.instagram.com/p/B55VHPclFdC/,오제도,34,2019년 12월 10일,https://www.instagram.com/explore/locations/2194511300798646/
56,sweet_0310,['#스윗레시피'],https://www.instagram.com/p/B6sazxJJz8X/,스윗레시피,250,2019년 12월 30일,https://www.instagram.com/explore/locations/1034279408/
57,qu_dable,[],https://www.instagram.com/p/B5_s6EgHXL4/,Dongdaemun District,47,2019년 12월 13일,https://www.instagram.com/explore/locations/352390536/dongdaemun-district/
58,zeewonee,"['#온더테이블', '#홈카페', '#복자다방', '#아라비아핀란드', '#브라우니', '#치즈케이크', '#아인슈페너', '#밀크티라떼', '#바닐라라떼', '#딸기타르트는']",https://www.instagram.com/p/B6QbNOPgKPu/,아늑한집,57,2019년 12월 19일,https://www.instagram.com/explore/locations/104674874301302/
59,yoongman,[],https://www.instagram.com/p/B6miyrdDu-L/,동영커피,63,2019년 12월 28일,https://www.instagram.com/explore/locations/547627262261989/
60,park_youn_chang,"['#라자냐', '#미군', '#부대', '#크리스마스', '#쉐프', '#크리스마스', '#파티', '#최후의만찬', '#쿡', '#97년생', '#대학생', '#chef', '#치즈케이크', '#치즈', '#delicious', '#lasagna', '#deliciousfood', '#foods', '#food', '#foodstargram', '#맞팔해요', '#푸드코디', '#푸드스타그램', '#foodstyle', '#따뜻한', '#크리스천']",https://www.instagram.com/p/B6gDl7DFr2m/,미군용산기지,24,2019년 12월 26일,https://www.instagram.com/explore/locations/933573487/
61,geun._hong,"['#파인힐커피하우스', '#치즈케이크', '#카페', '#군인']",https://www.instagram.com/p/B6K-2q1BKEs/,Dongducheon,27,2019년 12월 17일,https://www.instagram.com/explore/locations/252828208/dongducheon/
62,cafe_in_namoe,"['#바닐라라떼', '#카페인나뫼', '#카페나뫼', '#나뫼', '#남외동카페', '#울산카페', '#커피', '#병영카페', '#명촌카페', '#진장동카페', '#소프트아이스크림', '#시오코나스콘', '#치즈케이크']",https://www.instagram.com/p/B6IFkMplLUp/,남외동,20,2019년 12월 16일,https://www.instagram.com/explore/locations/697340844/
63,cafe_sonane,"['#전주카페', '#객사카페', '#전주디저트', '#소나네디저트', '#전주데이트', '#소나네', '#전주케이크', '#전주디저트카페', '#전주테린느', '#전주케이크', '#전주여행', '#카페투어', '#디저트투어', '#혼카', '#테린느', '#치즈케이크', '#디저트택배', '#디저트맛집', '#디저트', '#카페', '#카페스타그램', '#디저트스타그램', '#수제디저트카페']",https://www.instagram.com/p/B6XI4pRDaxW/,소나네,68,2019년 12월 22일,https://www.instagram.com/explore/locations/434744897001601/
64,wagu_magu,"['#키에리', '#딸기치즈케이크', '#코코넛푸딩', '#gs25', '#모짜치즈듬뿍김밥', '#다이어트', '#유지어터', '#diet', '#다이어트식단', '#다이어터', '#다이어트기록', '#다이어트요리', '#다이어트간식', '#빵순이', '#빵스타그램', '#빵', '#식단', '#케이크', '#디저트', '#디저트카페', '#치즈케이크', '#김밥', '#푸딩']",https://www.instagram.com/p/B6ElH_WnyyW/,키에리 KYERI 이태원점,142,2019년 12월 15일,https://www.instagram.com/explore/locations/1034079901/kyeri/
65,jellybean_cake_,"['#torontocakes', '#torontodessert', '#jellybeancake', '#젤리빈케이크', '#caketo', '#dessertto', '#baking', '#토론토', '#toronto', '#토론토맛집', '#케이크', '#디저트그램', '#기념일', '#치즈케이크', '#cheesecake', '#foodie', '#doubleayer', '#eeeeeats', '#데일리', '#케잌', '#생일케이크', '#케이크맛집', '#더블레이어', '#더블레이어치즈케이크', '#토론토치즈케이크', '#토론토케이크추천']",https://www.instagram.com/p/B6GioKQnClN/,"Toronto, Ontario, Canada",53,2019년 12월 16일,https://www.instagram.com/explore/locations/358378173/toronto-ontario-canada/
66,cafe_im_here,[],https://www.instagram.com/p/B6sxazthn2Z/,카페 아임히어 - Cafe I'm here,31,2019년 12월 30일,https://www.instagram.com/explore/locations/222827871810412/-cafe-im-here/
67,hans_oven,"['#한스오븐', '#마카롱', '#대전마카롱', '#신탄진마카롱', '#무색소마카롱', '#치즈케이크', '#대전맛집', '#한스오븐마카롱', '#macarons', '#디저트', '#dessert', '#케이크', '#커피', '#coffee', '#먹방', '#jmt', '#photography', '#일상']",https://www.instagram.com/p/B6ontIxFIk_/,한스오븐 HAN’s OVEN,24,2019년 12월 29일,https://www.instagram.com/explore/locations/1873605409359877/hans-oven/
68,dessert_jung,['#디저트정'],https://www.instagram.com/p/B56-NhRg3mm/,디저트정,28,2019년 12월 11일,https://www.instagram.com/explore/locations/376499552952256/
69,nuunjin,[],https://www.instagram.com/p/B6o6OAQHW8P/,Home Sweet Home,156,2019년 12월 29일,https://www.instagram.com/explore/locations/1021640417/home-sweet-home/
70,jm_everyday_food,[],https://www.instagram.com/p/B6kIWJjHvwl/,C27,16,2019년 12월 27일,https://www.instagram.com/explore/locations/1010807364/c27/
71,one_plus_half,"['#손뜨개선인장', '#와이프님솜씨', '#동네카페', '#일더하기이분의일', '#연남동카페', '#성산동카페', '#수제디저트', '#수제청', '#연남동디저트', '#연남동맛집', '#치즈케이크', '#초콜렛무스케이크', '#초코무스케이크', '#티라미수', '#퐁당쇼콜라', '#브라우니', '#치즈케이크맛집', '#티라미수맛집', '#케이크주문', '#케이크주문제작', '#오레몽', '#rishitea', '#홍차', '#허브차', '#손뜨개', '#손뜨개가방', '#손뜨개홀더', '#공간대여']",https://www.instagram.com/p/B59o6rhFefo/,1+1/2,20,2019년 12월 12일,https://www.instagram.com/explore/locations/385382888/112/
72,27cheesecake,"['#C27', '#27cheesecake', '#cake', '#치즈케이크', '#치즈케이크맛집', '#가로수길카페', '#홍대카페', '#인천카페', '#청주카페', '#차이나타운카페', '#다이어리', '#이벤트', '#카페투어', '#가로수길데이트', '#카페추천', '#coffee', '#cafe', '#카페스타그램', '#신사카페', '#신사역카페']",https://www.instagram.com/p/B57UvUiJIkE/,C27,70,2019년 12월 11일,https://www.instagram.com/explore/locations/1010807364/c27/
73,mil_oui,"['#부산', '#카페다예쁘다']",https://www.instagram.com/p/B6fzrPHl2PY/,"카페,다예쁘다",16,2019년 12월 25일,https://www.instagram.com/explore/locations/100796507981950/
